"year","zone","measure","value"
"2011","S01002181","Mean",126500
"2012","S01002181","Mean",111541
"2013","S01002181","Mean",103195
"2006","S01002181","Mean",109940
"2003","S01002181","Mean",80498
"2002","S01002181","Mean",69729
"1998","S01002181","Mean",44294
"1999","S01002181","Mean",43745
"2007","S01002181","Mean",134337
"2000","S01002181","Mean",53953
"2001","S01002181","Mean",57400
"1997","S01002181","Upper Quartile",48773
"2003","S01002181","Upper Quartile",86068
"2002","S01002181","Upper Quartile",75200
"1996","S01002181","Upper Quartile",44000
"2008","S01002181","Upper Quartile",145000
"2006","S01002181","Upper Quartile",120000
"1998","S01002181","Upper Quartile",49250
"1995","S01002181","Upper Quartile",45000
"2007","S01002181","Upper Quartile",145000
"2004","S01002181","Upper Quartile",100000
"1999","S01002181","Upper Quartile",48000
"2011","S01002181","Upper Quartile",126000
"1994","S01002181","Upper Quartile",44000
"2005","S01002181","Upper Quartile",116500
"2012","S01002181","Upper Quartile",125000
"2013","S01002181","Upper Quartile",108500
"2010","S01002181","Upper Quartile",120000
"1993","S01002181","Upper Quartile",44250
"2001","S01002181","Upper Quartile",62028
"2009","S01002181","Upper Quartile",122500
"2000","S01002181","Upper Quartile",59500
"2004","S01002181","Lower Quartile",79027
"2005","S01002181","Lower Quartile",89998
"2006","S01002181","Lower Quartile",92750
"2007","S01002181","Lower Quartile",117450
"2008","S01002181","Lower Quartile",118000
"2009","S01002181","Lower Quartile",86250
"2010","S01002181","Lower Quartile",105000
"2011","S01002181","Lower Quartile",113500
"2012","S01002181","Lower Quartile",86750
"2013","S01002181","Lower Quartile",90000
"2003","S01002181","Lower Quartile",67500
"2002","S01002181","Lower Quartile",59911
"1998","S01002181","Lower Quartile",35750
"1999","S01002181","Lower Quartile",38000
"2000","S01002181","Lower Quartile",45000
"2001","S01002181","Lower Quartile",45000
"1993","S01002181","Lower Quartile",33000
"1994","S01002181","Lower Quartile",32500
"1995","S01002181","Lower Quartile",36000
"1996","S01002181","Lower Quartile",34000
"1997","S01002181","Lower Quartile",38000
"2004","S01002181","Count",34
"2005","S01002181","Count",44
"2006","S01002181","Count",40
"2007","S01002181","Count",50
"2008","S01002181","Count",27
"2009","S01002181","Count",8
"2010","S01002181","Count",22
"2011","S01002181","Count",8
"2012","S01002181","Count",23
"2013","S01002181","Count",21
"2003","S01002181","Count",58
"2002","S01002181","Count",59
"1998","S01002181","Count",40
"1999","S01002181","Count",39
"2000","S01002181","Count",46
"2001","S01002181","Count",48
"1993","S01002181","Count",49
"1994","S01002181","Count",42
"1995","S01002181","Count",37
"1996","S01002181","Count",38
"1997","S01002181","Count",37
"2008","S01002182","Median",419250
"2009","S01002182","Median",235628
"2006","S01002182","Median",382000
"2005","S01002182","Median",241471
"1998","S01002182","Median",99642
"2010","S01002182","Median",357500
"2013","S01002182","Median",363500
"2012","S01002182","Median",420000
"1995","S01002182","Median",85550
"2011","S01002182","Median",393393
"2004","S01002182","Median",310777
"1993","S01002182","Median",74750
"2001","S01002182","Median",165300
"2002","S01002182","Median",160288
"1996","S01002182","Median",116175
"2000","S01002182","Median",154750
"1999","S01002182","Median",140000
"2003","S01002182","Median",255980
"1997","S01002182","Median",101000
"1994","S01002182","Median",91259
"2007","S01002182","Median",425000
"1993","S01002182","Mean",71942
"1994","S01002182","Mean",96727
"1995","S01002182","Mean",91696
"2008","S01002182","Mean",423288
"1996","S01002182","Mean",111875
"2004","S01002182","Mean",309075
"1997","S01002182","Mean",106553
"2005","S01002182","Mean",272483
"2009","S01002182","Mean",265294
"2010","S01002182","Mean",363454
"2011","S01002182","Mean",379944
"2012","S01002182","Mean",415529
"2013","S01002182","Mean",365742
"2006","S01002182","Mean",357055
"2003","S01002182","Mean",291669
"2002","S01002182","Mean",198909
"1998","S01002182","Mean",114340
"1999","S01002182","Mean",157139
"2007","S01002182","Mean",433465
"2000","S01002182","Mean",163018
"2001","S01002182","Mean",172150
"1997","S01002182","Upper Quartile",141941
"2003","S01002182","Upper Quartile",355300
"2002","S01002182","Upper Quartile",243848
"1996","S01002182","Upper Quartile",135000
"2008","S01002182","Upper Quartile",508500
"2006","S01002182","Upper Quartile",472000
"1998","S01002182","Upper Quartile",144464
"1995","S01002182","Upper Quartile",106000
"2007","S01002182","Upper Quartile",529557
"2004","S01002182","Upper Quartile",349325
"1999","S01002182","Upper Quartile",184500
"2011","S01002182","Upper Quartile",493493
"1994","S01002182","Upper Quartile",124000
"2005","S01002182","Upper Quartile",350000
"2012","S01002182","Upper Quartile",520000
"2013","S01002182","Upper Quartile",481179
"2010","S01002182","Upper Quartile",527500
"1993","S01002182","Upper Quartile",93389
"2001","S01002182","Upper Quartile",215000
"2009","S01002182","Upper Quartile",387500
"2000","S01002182","Upper Quartile",202702
"2004","S01002182","Lower Quartile",186500
"2005","S01002182","Lower Quartile",196603
"2006","S01002182","Lower Quartile",243500
"2007","S01002182","Lower Quartile",380000
"2008","S01002182","Lower Quartile",274975
"2009","S01002182","Lower Quartile",147500
"2010","S01002182","Lower Quartile",227500
"2011","S01002182","Lower Quartile",280000
"2012","S01002182","Lower Quartile",290000
"2013","S01002182","Lower Quartile",285000
"2003","S01002182","Lower Quartile",186300
"2002","S01002182","Lower Quartile",121500
"1998","S01002182","Lower Quartile",65475
"1999","S01002182","Lower Quartile",106500
"2000","S01002182","Lower Quartile",125000
"2001","S01002182","Lower Quartile",108000
"1993","S01002182","Lower Quartile",41250
"1994","S01002182","Lower Quartile",60000
"1995","S01002182","Lower Quartile",73100
"1996","S01002182","Lower Quartile",84000
"1997","S01002182","Lower Quartile",60000
"2004","S01002182","Count",19
"2005","S01002182","Count",18
"2006","S01002182","Count",35
"2007","S01002182","Count",31
"2008","S01002182","Count",12
"2009","S01002182","Count",8
"2010","S01002182","Count",24
"2011","S01002182","Count",11
"2012","S01002182","Count",17
"2013","S01002182","Count",18
"2003","S01002182","Count",26
"2002","S01002182","Count",32
"1998","S01002182","Count",32
"1999","S01002182","Count",50
"2000","S01002182","Count",34
"2001","S01002182","Count",35
"1993","S01002182","Count",28
"1994","S01002182","Count",43
"1995","S01002182","Count",25
"1996","S01002182","Count",30
"1997","S01002182","Count",26
"2008","S01002183","Median",136000
"2009","S01002183","Median",134050
"2006","S01002183","Median",121613
"2005","S01002183","Median",97000
"1998","S01002183","Median",39995
"2010","S01002183","Median",112250
"2013","S01002183","Median",122498
"2012","S01002183","Median",102498
"1995","S01002183","Median",36975
"2011","S01002183","Median",107500
"2004","S01002183","Median",95000
"1993","S01002183","Median",32975
"2001","S01002183","Median",54500
"2002","S01002183","Median",65263
"1996","S01002183","Median",34975
"2000","S01002183","Median",52088
"1999","S01002183","Median",45000
"2003","S01002183","Median",78272
"1997","S01002183","Median",38750
"1994","S01002183","Median",34000
"2007","S01002183","Median",129500
"1993","S01002183","Mean",34920
"1994","S01002183","Mean",37144
"1995","S01002183","Mean",38791
"2008","S01002183","Mean",146817
"1996","S01002183","Mean",35721
"2004","S01002183","Mean",98395
"1997","S01002183","Mean",43476
"2005","S01002183","Mean",107910
"2009","S01002183","Mean",153934
"2010","S01002183","Mean",131095
"2011","S01002183","Mean",130814
"2012","S01002183","Mean",116376
"2013","S01002183","Mean",130863
"2006","S01002183","Mean",123330
"2003","S01002183","Mean",85874
"2002","S01002183","Mean",68520
"1998","S01002183","Mean",44726
"1999","S01002183","Mean",49264
"2007","S01002183","Mean",139619
"2000","S01002183","Mean",57113
"2001","S01002183","Mean",59614
"1997","S01002183","Upper Quartile",45000
"2003","S01002183","Upper Quartile",88000
"2002","S01002183","Upper Quartile",78395
"1996","S01002183","Upper Quartile",39000
"2008","S01002183","Upper Quartile",152500
"2006","S01002183","Upper Quartile",137376
"1998","S01002183","Upper Quartile",48000
"1995","S01002183","Upper Quartile",42375
"2007","S01002183","Upper Quartile",137500
"2004","S01002183","Upper Quartile",112000
"1999","S01002183","Upper Quartile",55000
"2011","S01002183","Upper Quartile",145000
"1994","S01002183","Upper Quartile",40000
"2005","S01002183","Upper Quartile",120000
"2012","S01002183","Upper Quartile",135000
"2013","S01002183","Upper Quartile",144972
"2010","S01002183","Upper Quartile",155200
"1993","S01002183","Upper Quartile",38000
"2001","S01002183","Upper Quartile",66795
"2009","S01002183","Upper Quartile",176250
"2000","S01002183","Upper Quartile",65500
"2004","S01002183","Lower Quartile",87000
"2005","S01002183","Lower Quartile",88000
"2006","S01002183","Lower Quartile",96500
"2007","S01002183","Lower Quartile",120000
"2008","S01002183","Lower Quartile",122375
"2009","S01002183","Lower Quartile",114101
"2010","S01002183","Lower Quartile",106500
"2011","S01002183","Lower Quartile",92000
"2012","S01002183","Lower Quartile",79000
"2013","S01002183","Lower Quartile",92498
"2003","S01002183","Lower Quartile",72000
"2002","S01002183","Lower Quartile",59000
"1998","S01002183","Lower Quartile",36000
"1999","S01002183","Lower Quartile",40277
"2000","S01002183","Lower Quartile",44182
"2001","S01002183","Lower Quartile",48500
"1993","S01002183","Lower Quartile",30000
"1994","S01002183","Lower Quartile",31950
"1995","S01002183","Lower Quartile",34500
"1996","S01002183","Lower Quartile",32475
"1997","S01002183","Lower Quartile",33500
"2004","S01002183","Count",43
"2005","S01002183","Count",33
"2006","S01002183","Count",48
"2007","S01002183","Count",34
"2008","S01002183","Count",20
"2009","S01002183","Count",24
"2010","S01002183","Count",20
"2011","S01002183","Count",18
"2012","S01002183","Count",12
"2013","S01002183","Count",20
"2003","S01002183","Count",46
"2002","S01002183","Count",43
"1998","S01002183","Count",61
"1999","S01002183","Count",55
"2000","S01002183","Count",48
"2001","S01002183","Count",47
"1993","S01002183","Count",48
"1994","S01002183","Count",73
"1995","S01002183","Count",40
"1996","S01002183","Count",40
"1997","S01002183","Count",31
"2008","S01002184","Median",315000
"2009","S01002184","Median",407725
"2006","S01002184","Median",276291
"2005","S01002184","Median",299000
"1998","S01002184","Median",108000
"2010","S01002184","Median",250000
"2013","S01002184","Median",320000
"2012","S01002184","Median",282500
"1995","S01002184","Median",106056
"2011","S01002184","Median",319000
"2004","S01002184","Median",233775
"1993","S01002184","Median",92000
"2001","S01002184","Median",160000
"2002","S01002184","Median",182572
"1996","S01002184","Median",93000
"2000","S01002184","Median",121100
"1999","S01002184","Median",140000
"2003","S01002184","Median",225639
"1997","S01002184","Median",105000
"1994","S01002184","Median",78975
"2007","S01002184","Median",298138
"1993","S01002184","Mean",91500
"1994","S01002184","Mean",94830
"1995","S01002184","Mean",111957
"2008","S01002184","Mean",354774
"1996","S01002184","Mean",105597
"2004","S01002184","Mean",250643
"1997","S01002184","Mean",108475
"2005","S01002184","Mean",318350
"2009","S01002184","Mean",411575
"2010","S01002184","Mean",300935
"2011","S01002184","Mean",331222
"2012","S01002184","Mean",292899
"2013","S01002184","Mean",371109
"2006","S01002184","Mean",325071
"2003","S01002184","Mean",274591
"2002","S01002184","Mean",228659
"1998","S01002184","Mean",118274
"1999","S01002184","Mean",145910
"2007","S01002184","Mean",304028
"2000","S01002184","Mean",135862
"2001","S01002184","Mean",189618
"1997","S01002184","Upper Quartile",125000
"2003","S01002184","Upper Quartile",410000
"2002","S01002184","Upper Quartile",294375
"1996","S01002184","Upper Quartile",121290
"2008","S01002184","Upper Quartile",386000
"2006","S01002184","Upper Quartile",478045
"1998","S01002184","Upper Quartile",135000
"1995","S01002184","Upper Quartile",122260
"2007","S01002184","Upper Quartile",385000
"2004","S01002184","Upper Quartile",290000
"1999","S01002184","Upper Quartile",165706
"2011","S01002184","Upper Quartile",422000
"1994","S01002184","Upper Quartile",88000
"2005","S01002184","Upper Quartile",340350
"2012","S01002184","Upper Quartile",314375
"2013","S01002184","Upper Quartile",430000
"2010","S01002184","Upper Quartile",413250
"1993","S01002184","Upper Quartile",98000
"2001","S01002184","Upper Quartile",205650
"2009","S01002184","Upper Quartile",540000
"2000","S01002184","Upper Quartile",150000
"2004","S01002184","Lower Quartile",179000
"2005","S01002184","Lower Quartile",236500
"2006","S01002184","Lower Quartile",205288
"2007","S01002184","Lower Quartile",228250
"2008","S01002184","Lower Quartile",251500
"2009","S01002184","Lower Quartile",225000
"2010","S01002184","Lower Quartile",227657
"2011","S01002184","Lower Quartile",227000
"2012","S01002184","Lower Quartile",234500
"2013","S01002184","Lower Quartile",275572
"2003","S01002184","Lower Quartile",134000
"2002","S01002184","Lower Quartile",159000
"1998","S01002184","Lower Quartile",86500
"1999","S01002184","Lower Quartile",128750
"2000","S01002184","Lower Quartile",105000
"2001","S01002184","Lower Quartile",138000
"1993","S01002184","Lower Quartile",71000
"1994","S01002184","Lower Quartile",74013
"1995","S01002184","Lower Quartile",93000
"1996","S01002184","Lower Quartile",84000
"1997","S01002184","Lower Quartile",80000
"2004","S01002184","Count",15
"2005","S01002184","Count",13
"2006","S01002184","Count",16
"2007","S01002184","Count",20
"2008","S01002184","Count",11
"2009","S01002184","Count",6
"2010","S01002184","Count",11
"2011","S01002184","Count",9
"2012","S01002184","Count",12
"2013","S01002184","Count",13
"2003","S01002184","Count",7
"2002","S01002184","Count",12
"1998","S01002184","Count",17
"1999","S01002184","Count",8
"2000","S01002184","Count",9
"2001","S01002184","Count",13
"1993","S01002184","Count",14
"1994","S01002184","Count",18
"1995","S01002184","Count",11
"1996","S01002184","Count",13
"1997","S01002184","Count",19
"2008","S01002185","Median",120240
"2009","S01002185","Median",107000
"2006","S01002185","Median",105000
"2005","S01002185","Median",125250
"1998","S01002185","Median",35000
"2010","S01002185","Median",100000
"2013","S01002185","Median",78350
"2012","S01002185","Median",91750
"1995","S01002185","Median",32225
"2011","S01002185","Median",82500
"2004","S01002185","Median",102975
"1993","S01002185","Median",30500
"2001","S01002185","Median",44500
"2002","S01002185","Median",56000
"1996","S01002185","Median",36000
"2000","S01002185","Median",43625
"1999","S01002185","Median",42000
"2003","S01002185","Median",69500
"1997","S01002185","Median",34375
"1994","S01002185","Median",33750
"2007","S01002185","Median",125000
"1993","S01002185","Mean",30238
"1994","S01002185","Mean",33578
"1995","S01002185","Mean",33811
"2008","S01002185","Mean",123126
"1996","S01002185","Mean",36144
"2004","S01002185","Mean",106211
"1997","S01002185","Mean",34909
"2005","S01002185","Mean",118664
"2009","S01002185","Mean",107667
"2010","S01002185","Mean",108000
"2011","S01002185","Mean",85100
"2012","S01002185","Mean",91850
"2013","S01002185","Mean",104206
"2006","S01002185","Mean",110512
"2003","S01002185","Mean",72132
"2002","S01002185","Mean",58357
"1998","S01002185","Mean",36861
"1999","S01002185","Mean",52901
"2007","S01002185","Mean",128429
"2000","S01002185","Mean",48489
"2001","S01002185","Mean",53038
"1997","S01002185","Upper Quartile",38500
"2003","S01002185","Upper Quartile",75000
"2002","S01002185","Upper Quartile",60000
"1996","S01002185","Upper Quartile",37500
"2008","S01002185","Upper Quartile",128000
"2006","S01002185","Upper Quartile",127000
"1998","S01002185","Upper Quartile",38995
"1995","S01002185","Upper Quartile",37873
"2007","S01002185","Upper Quartile",141375
"2004","S01002185","Upper Quartile",135000
"1999","S01002185","Upper Quartile",78500
"2011","S01002185","Upper Quartile",94000
"1994","S01002185","Upper Quartile",37750
"2005","S01002185","Upper Quartile",142500
"2012","S01002185","Upper Quartile",100000
"2013","S01002185","Upper Quartile",117500
"2010","S01002185","Upper Quartile",117000
"1993","S01002185","Upper Quartile",32500
"2001","S01002185","Upper Quartile",48000
"2009","S01002185","Upper Quartile",115000
"2000","S01002185","Upper Quartile",47000
"2004","S01002185","Lower Quartile",79995
"2005","S01002185","Lower Quartile",86950
"2006","S01002185","Lower Quartile",95000
"2007","S01002185","Lower Quartile",117626
"2008","S01002185","Lower Quartile",115000
"2009","S01002185","Lower Quartile",93000
"2010","S01002185","Lower Quartile",97000
"2011","S01002185","Lower Quartile",75000
"2012","S01002185","Lower Quartile",80000
"2013","S01002185","Lower Quartile",70000
"2003","S01002185","Lower Quartile",60000
"2002","S01002185","Lower Quartile",53000
"1998","S01002185","Lower Quartile",33500
"1999","S01002185","Lower Quartile",37750
"2000","S01002185","Lower Quartile",42000
"2001","S01002185","Lower Quartile",40500
"1993","S01002185","Lower Quartile",27000
"1994","S01002185","Lower Quartile",29000
"1995","S01002185","Lower Quartile",29000
"1996","S01002185","Lower Quartile",29995
"1997","S01002185","Lower Quartile",32000
"2004","S01002185","Count",46
"2005","S01002185","Count",74
"2006","S01002185","Count",31
"2007","S01002185","Count",36
"2008","S01002185","Count",21
"2009","S01002185","Count",9
"2010","S01002185","Count",5
"2011","S01002185","Count",10
"2012","S01002185","Count",10
"2013","S01002185","Count",9
"2003","S01002185","Count",43
"2002","S01002185","Count",27
"1998","S01002185","Count",21
"1999","S01002185","Count",46
"2000","S01002185","Count",24
"2001","S01002185","Count",26
"1993","S01002185","Count",25
"1994","S01002185","Count",18
"1995","S01002185","Count",20
"1996","S01002185","Count",17
"1997","S01002185","Count",22
"2008","S01002186","Median",194575
"2009","S01002186","Median",197000
"2006","S01002186","Median",182256
"2005","S01002186","Median",173250
"1998","S01002186","Median",71750
"2010","S01002186","Median",192750
"2013","S01002186","Median",183000
"2012","S01002186","Median",202500
"1995","S01002186","Median",56629
"2011","S01002186","Median",225000
"2004","S01002186","Median",148088
"1993","S01002186","Median",42500
"2001","S01002186","Median",101075
"2002","S01002186","Median",116250
"1996","S01002186","Median",59000
"2000","S01002186","Median",92551
"1999","S01002186","Median",85500
"2003","S01002186","Median",157750
"1997","S01002186","Median",64511
"1994","S01002186","Median",48303
"2007","S01002186","Median",205000
"1993","S01002186","Mean",43517
"1994","S01002186","Mean",50067
"1995","S01002186","Mean",55786
"2008","S01002186","Mean",201040
"1996","S01002186","Mean",58390
"2004","S01002186","Mean",152747
"1997","S01002186","Mean",66837
"2005","S01002186","Mean",175100
"2009","S01002186","Mean",223840
"2010","S01002186","Mean",194357
"2011","S01002186","Mean",225837
"2012","S01002186","Mean",207700
"2013","S01002186","Mean",186538
"2006","S01002186","Mean",179456
"2003","S01002186","Mean",157465
"2002","S01002186","Mean",120585
"1998","S01002186","Mean",73283
"1999","S01002186","Mean",87029
"2007","S01002186","Mean",209088
"2000","S01002186","Mean",91668
"2001","S01002186","Mean",101601
"1997","S01002186","Upper Quartile",81888
"2003","S01002186","Upper Quartile",181278
"2002","S01002186","Upper Quartile",144942
"1996","S01002186","Upper Quartile",71000
"2008","S01002186","Upper Quartile",222250
"2006","S01002186","Upper Quartile",210510
"1998","S01002186","Upper Quartile",88188
"1995","S01002186","Upper Quartile",63600
"2007","S01002186","Upper Quartile",240500
"2004","S01002186","Upper Quartile",174824
"1999","S01002186","Upper Quartile",104605
"2011","S01002186","Upper Quartile",249995
"1994","S01002186","Upper Quartile",57250
"2005","S01002186","Upper Quartile",216500
"2012","S01002186","Upper Quartile",256000
"2013","S01002186","Upper Quartile",210500
"2010","S01002186","Upper Quartile",238000
"1993","S01002186","Upper Quartile",48507
"2001","S01002186","Upper Quartile",115000
"2009","S01002186","Upper Quartile",236502
"2000","S01002186","Upper Quartile",101652
"2004","S01002186","Lower Quartile",134000
"2005","S01002186","Lower Quartile",147750
"2006","S01002186","Lower Quartile",147000
"2007","S01002186","Lower Quartile",168000
"2008","S01002186","Lower Quartile",151000
"2009","S01002186","Lower Quartile",172000
"2010","S01002186","Lower Quartile",166000
"2011","S01002186","Lower Quartile",202195
"2012","S01002186","Lower Quartile",165000
"2013","S01002186","Lower Quartile",150000
"2003","S01002186","Lower Quartile",128250
"2002","S01002186","Lower Quartile",92660
"1998","S01002186","Lower Quartile",60000
"1999","S01002186","Lower Quartile",75000
"2000","S01002186","Lower Quartile",81558
"2001","S01002186","Lower Quartile",85750
"1993","S01002186","Lower Quartile",38000
"1994","S01002186","Lower Quartile",39900
"1995","S01002186","Lower Quartile",47008
"1996","S01002186","Lower Quartile",42025
"1997","S01002186","Lower Quartile",50803
"2004","S01002186","Count",23
"2005","S01002186","Count",26
"2006","S01002186","Count",34
"2007","S01002186","Count",32
"2008","S01002186","Count",20
"2009","S01002186","Count",13
"2010","S01002186","Count",18
"2011","S01002186","Count",11
"2012","S01002186","Count",26
"2013","S01002186","Count",25
"2003","S01002186","Count",32
"2002","S01002186","Count",36
"1998","S01002186","Count",26
"1999","S01002186","Count",35
"2000","S01002186","Count",36
"2001","S01002186","Count",36
"1993","S01002186","Count",30
"1994","S01002186","Count",37
"1995","S01002186","Count",28
"1996","S01002186","Count",37
"1997","S01002186","Count",34
"2008","S01002187","Median",286250
"2009","S01002187","Median",340995
"2006","S01002187","Median",331025
"2005","S01002187","Median",276075
"1998","S01002187","Median",108975
"2010","S01002187","Median",332375
"2013","S01002187","Median",336123
"2012","S01002187","Median",300000
"1995","S01002187","Median",90000
"2011","S01002187","Median",380000
"2004","S01002187","Median",275000
"1993","S01002187","Median",76157
"2001","S01002187","Median",175000
"2002","S01002187","Median",194143
"1996","S01002187","Median",107500
"2000","S01002187","Median",138000
"1999","S01002187","Median",127500
"2003","S01002187","Median",277500
"1997","S01002187","Median",97250
"1994","S01002187","Median",78000
"2007","S01002187","Median",372373
"1993","S01002187","Mean",78473
"1994","S01002187","Mean",93559
"1995","S01002187","Mean",93179
"2008","S01002187","Mean",315551
"1996","S01002187","Mean",105465
"2004","S01002187","Mean",280925
"1997","S01002187","Mean",108415
"2005","S01002187","Mean",280816
"2009","S01002187","Mean",331270
"2010","S01002187","Mean",272948
"2011","S01002187","Mean",352536
"2012","S01002187","Mean",326126
"2013","S01002187","Mean",373948
"2006","S01002187","Mean",349948
"2003","S01002187","Mean",294250
"2002","S01002187","Mean",229211
"1998","S01002187","Mean",117174
"1999","S01002187","Mean",136199
"2007","S01002187","Mean",359712
"2000","S01002187","Mean",164381
"2001","S01002187","Mean",180169
"1997","S01002187","Upper Quartile",134000
"2003","S01002187","Upper Quartile",347500
"2002","S01002187","Upper Quartile",245160
"1996","S01002187","Upper Quartile",129500
"2008","S01002187","Upper Quartile",405500
"2006","S01002187","Upper Quartile",409916
"1998","S01002187","Upper Quartile",150134
"1995","S01002187","Upper Quartile",118000
"2007","S01002187","Upper Quartile",432247
"2004","S01002187","Upper Quartile",310000
"1999","S01002187","Upper Quartile",180000
"2011","S01002187","Upper Quartile",500000
"1994","S01002187","Upper Quartile",115257
"2005","S01002187","Upper Quartile",340000
"2012","S01002187","Upper Quartile",411114
"2013","S01002187","Upper Quartile",425000
"2010","S01002187","Upper Quartile",417500
"1993","S01002187","Upper Quartile",95000
"2001","S01002187","Upper Quartile",225000
"2009","S01002187","Upper Quartile",405000
"2000","S01002187","Upper Quartile",218250
"2004","S01002187","Lower Quartile",208475
"2005","S01002187","Lower Quartile",200555
"2006","S01002187","Lower Quartile",248000
"2007","S01002187","Lower Quartile",265777
"2008","S01002187","Lower Quartile",221000
"2009","S01002187","Lower Quartile",230000
"2010","S01002187","Lower Quartile",207498
"2011","S01002187","Lower Quartile",273000
"2012","S01002187","Lower Quartile",230000
"2013","S01002187","Lower Quartile",277500
"2003","S01002187","Lower Quartile",242000
"2002","S01002187","Lower Quartile",140000
"1998","S01002187","Lower Quartile",76388
"1999","S01002187","Lower Quartile",94143
"2000","S01002187","Lower Quartile",89000
"2001","S01002187","Lower Quartile",124000
"1993","S01002187","Lower Quartile",58050
"1994","S01002187","Lower Quartile",57775
"1995","S01002187","Lower Quartile",75000
"1996","S01002187","Lower Quartile",79995
"1997","S01002187","Lower Quartile",72000
"2004","S01002187","Count",25
"2005","S01002187","Count",30
"2006","S01002187","Count",36
"2007","S01002187","Count",29
"2008","S01002187","Count",30
"2009","S01002187","Count",21
"2010","S01002187","Count",24
"2011","S01002187","Count",23
"2012","S01002187","Count",30
"2013","S01002187","Count",37
"2003","S01002187","Count",25
"2002","S01002187","Count",35
"1998","S01002187","Count",40
"1999","S01002187","Count",43
"2000","S01002187","Count",43
"2001","S01002187","Count",39
"1993","S01002187","Count",55
"1994","S01002187","Count",50
"1995","S01002187","Count",31
"1996","S01002187","Count",39
"1997","S01002187","Count",51
"2008","S01002188","Median",250500
"2009","S01002188","Median",335000
"2006","S01002188","Median",270175
"2005","S01002188","Median",283750
"1998","S01002188","Median",125750
"2010","S01002188","Median",290000
"2013","S01002188","Median",249985
"2012","S01002188","Median",245000
"1995","S01002188","Median",76817
"2011","S01002188","Median",201000
"2004","S01002188","Median",231166
"1993","S01002188","Median",89025
"2001","S01002188","Median",168312
"2002","S01002188","Median",185094
"1996","S01002188","Median",107160
"2000","S01002188","Median",149750
"1999","S01002188","Median",105750
"2003","S01002188","Median",190000
"1997","S01002188","Median",100501
"1994","S01002188","Median",90000
"2007","S01002188","Median",235000
"1993","S01002188","Mean",84143
"1994","S01002188","Mean",89879
"1995","S01002188","Mean",83362
"2008","S01002188","Mean",288848
"1996","S01002188","Mean",104982
"2004","S01002188","Mean",229408
"1997","S01002188","Mean",101244
"2005","S01002188","Mean",301578
"2009","S01002188","Mean",303241
"2010","S01002188","Mean",300688
"2011","S01002188","Mean",249247
"2012","S01002188","Mean",270810
"2013","S01002188","Mean",255330
"2006","S01002188","Mean",274029
"2003","S01002188","Mean",198733
"2002","S01002188","Mean",176470
"1998","S01002188","Mean",126506
"1999","S01002188","Mean",110788
"2007","S01002188","Mean",277942
"2000","S01002188","Mean",147950
"2001","S01002188","Mean",164419
"1997","S01002188","Upper Quartile",120175
"2003","S01002188","Upper Quartile",237000
"2002","S01002188","Upper Quartile",233100
"1996","S01002188","Upper Quartile",130000
"2008","S01002188","Upper Quartile",357500
"2006","S01002188","Upper Quartile",325000
"1998","S01002188","Upper Quartile",141137
"1995","S01002188","Upper Quartile",86000
"2007","S01002188","Upper Quartile",335000
"2004","S01002188","Upper Quartile",295000
"1999","S01002188","Upper Quartile",150000
"2011","S01002188","Upper Quartile",256200
"1994","S01002188","Upper Quartile",105660
"2005","S01002188","Upper Quartile",390000
"2012","S01002188","Upper Quartile",370000
"2013","S01002188","Upper Quartile",261251
"2010","S01002188","Upper Quartile",385000
"1993","S01002188","Upper Quartile",96255
"2001","S01002188","Upper Quartile",212000
"2009","S01002188","Upper Quartile",380152
"2000","S01002188","Upper Quartile",170000
"2004","S01002188","Lower Quartile",161127
"2005","S01002188","Lower Quartile",178543
"2006","S01002188","Lower Quartile",174995
"2007","S01002188","Lower Quartile",205000
"2008","S01002188","Lower Quartile",205000
"2009","S01002188","Lower Quartile",185000
"2010","S01002188","Lower Quartile",195000
"2011","S01002188","Lower Quartile",187000
"2012","S01002188","Lower Quartile",170000
"2013","S01002188","Lower Quartile",223000
"2003","S01002188","Lower Quartile",162000
"2002","S01002188","Lower Quartile",115252
"1998","S01002188","Lower Quartile",103000
"1999","S01002188","Lower Quartile",70888
"2000","S01002188","Lower Quartile",131750
"2001","S01002188","Lower Quartile",109500
"1993","S01002188","Lower Quartile",68000
"1994","S01002188","Lower Quartile",63500
"1995","S01002188","Lower Quartile",64000
"1996","S01002188","Lower Quartile",84000
"1997","S01002188","Lower Quartile",84000
"2004","S01002188","Count",14
"2005","S01002188","Count",18
"2006","S01002188","Count",22
"2007","S01002188","Count",25
"2008","S01002188","Count",14
"2009","S01002188","Count",10
"2010","S01002188","Count",17
"2011","S01002188","Count",11
"2012","S01002188","Count",15
"2013","S01002188","Count",18
"2003","S01002188","Count",25
"2002","S01002188","Count",14
"1998","S01002188","Count",17
"1999","S01002188","Count",19
"2000","S01002188","Count",16
"2001","S01002188","Count",18
"1993","S01002188","Count",14
"1994","S01002188","Count",21
"1995","S01002188","Count",15
"1996","S01002188","Count",14
"1997","S01002188","Count",22
"2008","S01002189","Median",166000
"2009","S01002189","Median",170000
"2006","S01002189","Median",182184
"2005","S01002189","Median",147500
"1998","S01002189","Median",69075
"2010","S01002189","Median",145000
"2013","S01002189","Median",177889
"2012","S01002189","Median",147000
"1995","S01002189","Median",52000
"2011","S01002189","Median",176507
"2004","S01002189","Median",149950
"1993","S01002189","Median",43721
